,bleu,meteor,rouge1,bertscore_precision,rouge2,rougeL,rougeLsum,bertscore_recall,bertscore_f1
0.2,0.21856489950185234,0.6185243803186511,0.662802722824501,0.936298993807059,0.5390185725155268,0.6204254259896689,0.6234530080312239,0.9302540483609487,0.9328701142442225
0.35,0.21856489950185234,0.6185243803186511,0.662802722824501,0.936298993807059,0.5390185725155268,0.6204254259896689,0.6234530080312239,0.9302540483609487,0.9328701142442225
0.5,0.21856489950185234,0.6185243803186511,0.662802722824501,0.936298993807059,0.5390185725155268,0.6204254259896689,0.6234530080312239,0.9302540483609487,0.9328701142442225
0.65,0.21856489950185234,0.6185243803186511,0.662802722824501,0.936298993807059,0.5390185725155268,0.6204254259896689,0.6234530080312239,0.9302540483609487,0.9328701142442225
0.8,0.21856489950185234,0.6185243803186511,0.662802722824501,0.936298993807059,0.5390185725155268,0.6204254259896689,0.6234530080312239,0.9302540483609487,0.9328701142442225
